3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	16	12	12	12	12	12	12	12	12	13	13	13	13	13
7	3	3	3	3	4	4	4	4	15	12	13	13	13	13	13	14	14	14	11	9	9	9	1	2	1	2	1	1	1
16	1	2	3	3	3	3	3	3	3	3	2	4	4	4	4	5	4	3	12	12	12	12	12	13	12	12	13	11	11
2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	12	13	13	13	13	13	13	13	13	13	13	13	13	10	10
2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	12	12	12	13	13	13	13	13	13	13	13	14	5	5
2	3	3	3	3	2	3	4	7	10	13	13	14	13	13	11	11	11	11	15	16	1	2	2	2	1	1	1	12	12
10	15	1	2	2	3	3	3	4	4	6	12	12	13	13	13	14	13	11	11	11	11	8	2	2	1	2	1	1	1
10	13	2	3	3	3	3	4	4	3	5	5	4	4	4	13	13	13	13	13	14	13	13	13	14	13	14	15	4	4
5	3	3	3	3	3	3	3	3	3	2	2	2	3	14	12	12	12	12	12	13	13	13	13	13	13	13	13	16	16
1	2	3	2	3	3	3	3	4	4	4	5	5	5	10	13	13	13	13	13	13	13	13	13	13	13	5	4	5	5
14	2	3	3	3	3	3	3	3	3	3	3	3	3	3	10	12	12	12	13	13	13	13	13	13	13	13	12	1	1
16	1	2	2	3	3	3	3	3	3	3	4	4	12	12	12	12	12	12	12	12	13	13	13	12	12	12	12	15	15
15	2	3	4	4	4	4	4	4	4	4	12	12	13	13	13	12	13	13	12	12	13	12	9	9	1	2	1	2	2
13	13	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	13	13	13	13	13	13	13	13	14	14	14
15	2	3	3	3	3	3	3	3	3	3	3	4	4	12	12	13	13	13	13	13	13	13	13	13	12	4	4	3	3
2	3	3	2	3	3	2	2	3	3	3	3	3	3	11	12	12	12	12	12	12	12	13	13	13	13	12	13	13	13
11	16	2	3	3	3	4	4	4	4	4	4	4	13	13	13	13	13	13	13	13	13	13	13	13	15	4	4	4	4
8	2	2	2	2	2	2	2	2	2	1	1	14	13	13	12	12	12	12	12	12	12	12	13	13	13	13	13	13	13
12	2	3	4	4	3	4	4	5	11	12	12	13	13	13	13	13	13	13	13	9	6	2	2	1	1	1	15	11	11
13	2	3	2	3	3	3	4	4	12	13	13	13	13	13	12	13	13	13	9	10	10	2	1	1	2	1	1	1	1
14	2	3	3	3	3	3	3	3	4	4	4	4	8	13	13	13	13	13	13	13	13	13	13	14	13	14	13	15	15
