5	3	3	1	16	16	15	13	13	13	13	12	12	12	12	12	12	12	12	13	15	15	1	1	1	1	1	2	3	3
7	5	5	5	3	1	16	13	13	13	12	11	12	12	11	11	10	5	2	16	15	16	1	1	3	3	4	3	4	4
8	4	1	1	1	16	15	12	11	12	12	11	11	11	12	12	11	12	14	16	1	1	1	1	1	2	2	2	2	2
3	2	2	2	1	15	13	13	12	12	12	11	11	11	11	11	11	11	12	1	16	16	16	16	1	2	3	5	5	5
9	7	8	5	3	2	1	1	1	14	12	12	11	11	11	11	11	11	11	11	13	15	1	1	1	1	2	2	1	1
10	10	6	5	5	4	1	16	15	14	14	13	12	12	12	12	12	12	11	11	10	11	3	2	1	1	1	16	1	1
5	3	3	2	3	2	1	16	13	13	12	11	11	11	12	12	12	12	11	11	14	1	1	1	2	1	2	1	2	2
9	9	9	3	2	2	1	1	15	14	13	13	12	12	11	11	11	12	12	13	14	1	2	2	2	2	2	1	1	1
3	1	1	16	15	13	13	12	12	12	12	12	11	11	11	11	11	11	12	13	14	14	1	1	1	1	1	2	2	2
11	9	7	6	4	3	16	14	13	13	13	12	12	12	11	11	11	9	6	3	16	16	16	16	16	16	1	2	6	6
12	7	5	3	2	1	15	13	12	12	11	11	11	10	9	4	1	16	16	1	2	4	4	4	4	5	5	5	5	5
3	16	14	13	13	12	12	12	11	11	11	10	10	9	9	8	7	5	4	1	16	15	15	15	15	15	15	15	15	15
11	9	9	9	7	5	4	3	1	16	15	14	13	13	12	12	11	10	11	10	15	16	16	16	1	1	2	2	2	2
7	6	5	5	3	16	15	14	13	13	13	12	12	12	12	12	12	12	13	14	15	16	1	1	1	1	2	2	2	2
12	11	10	9	5	5	4	3	1	14	13	13	12	12	12	12	11	10	9	12	14	14	15	16	2	2	4	4	4	4
5	4	2	1	16	13	13	13	12	12	12	12	12	12	12	11	11	10	11	14	15	15	16	16	14	1	1	1	15	15
8	9	7	5	3	2	2	16	16	14	13	13	12	12	12	12	11	11	11	11	3	1	1	16	16	16	1	1	2	2
5	2	2	16	16	15	13	13	12	11	11	11	11	11	11	11	12	12	13	14	16	1	1	1	1	1	1	1	1	1
2	3	2	2	1	1	16	14	14	12	12	12	12	12	11	11	12	12	13	13	13	16	1	1	1	1	1	1	1	1
13	10	6	5	4	4	1	14	13	13	13	12	12	12	12	12	12	12	11	7	5	2	16	15	16	16	1	3	5	5
6	4	4	2	1	15	14	13	12	12	12	12	12	12	11	10	8	3	16	15	15	15	15	15	16	3	2	4	4	4
5	3	2	2	1	1	16	15	14	12	11	11	11	11	11	11	11	11	15	1	1	1	1	1	1	1	1	1	1	1
9	9	7	5	4	3	16	15	13	13	12	12	12	12	12	12	12	12	12	12	13	13	1	2	2	2	2	2	2	2
